numero_dpe;nom_methode_dpe;date_etablissement_dpe;consommation_energie;classe_consommation_energie;estimation_ges;classe_estimation_ges;secteur_activite;annee_construction;surface_habitable;tv016_departement_id;commune;nom_rue;numero_rue;batiment;escalier;etage;porte;code_postal;numero_lot;etat_avancement;organisme_certificateur;adresse_organisme_certificateur;longitude;latitude;geo_adresse;tr013_type_erp_type;tv017_zone_hiver_code
1791V8000012N;Méthode Facture;13/01/2017;713;G;23;C;Autres (théâtres, salles de sport, restaurati;1947;19.80;91;DRAVEIL;Salon en RDC 2 rue de Mainville;;;RDC;;;91210;;1;Bureau Veritas Certification;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX;2.411226;48.685743;2 Rue de Mainville 91210 Draveil;;H1
1777V7000011P;FACTURE - DPE;16/01/2017;582.68;G;72.67;F;Commerce;1974;\N;77;CHELLES;15 TER AVENUE DU MARECHAL FOCH;;;;;;77500;;1;Bureau Veritas Certification;60 avenue du Général De Gaulle 92046 Paris La Défense;2.579792;48.872999;15ter Avenue du Maréchal Foch 77500 Chelles;;H1
1775V8000063V;Méthode Facture;16/01/2017;577;G;18;C;Autres (théâtres, salles de sport, restaurati;1947;60.50;75;PARIS - 4EME;9 rue Berger 48 rue Saint Denis;;;;;;75004;Non communiqué;1;BUREAU VERITAS CERTIFICATION;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX;2.282674;48.844568;9 Rue des Bergers 75015 Paris;;H1
1775V8000064W;Méthode Facture;16/01/2017;577;G;18;C;Autres (théâtres, salles de sport, restaurati;1947;60.50;75;PARIS - 1ER;9 rue Berger;;;;;;75001;Non communiqué;1;BUREAU VERITAS CERTIFICATION;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX;2.348833;48.860632;9 Rue Berger 75001 Paris;;H1
1678V8000363A;Méthode Facture;03/05/2016;414;F;13;C;Autres (théâtres, salles de sport, restaurati;1947;41.80;78;CRESPIÈRES;19 rue de moncel;;;Local commercial;;;78121;;1;AFAQ/AFNOR;11 rue Francis de Pressensé  93571 SAINT DENIS LA PLAINE CEDEX;1.922068;48.883266;19 Rue de Moncel 78121 Crespières;;H1
1791V8000016R;3CL - DPE;17/01/2017;873.78;G;48.28;E;;1995;0.00;91;ANGERVILLE;rye du Pont Lafleur;14,;;;;;91670;;1;BUREAU VERITAS CERTIFICATION;LE GUILLAUMET 60, avenue du Général de Gaulle 92046 NANTERRE CEDEX;2.000882;48.318698;14 Rue du Pont Lafleur 91670 Angerville;M : Magasins de vente, centres commerciaux;H1
1775V7000046V;factures;17/01/2017;445.68;F;104.29;G;;1900;\N;75;PARIS;181 rue Ordener;;;;;;75018;;1;ABCIDIA Certification;4 route de la Noue 91190 GIF SUR YVETTE;2.33566;48.893627;181 Rue Ordener 75018 Paris;;H1
1777V8000008W;FACTURE;17/01/2017;586.89;G;19.1;C;\N;1947;46.00;77;MORET-SUR-LOING;44 Rue Grande Bijouterie;\N;\N;\N;\N;\N;77250;;1;sgs;Rue Aristide Briand Arcueil;2.817566;48.372916;44 Rue Grande (Moret-sur-Loing) 77250 Moret-Loing-et-Orvanne;M : Magasins de vente, centres commerciaux;H1
1775V8000066Y;Méthode Facture;17/01/2017;558;G;18;C;Autres (théâtres, salles de sport, restaurati;1947;71.71;75;PARIS;8-10 rue de Buzenval;;;Porte rdc sur rue;;;75020;201, 202, 244, 245, 134;1;GINGER CATED ZAC La Clé Saint Pierre 12 avenue Gay Lussac 78990 ELANCOURT;12 avenue Gay Lussac ZAC LA CLEF ST PIERRE 78990 ELANCOURT;2.402021;48.850642;10 Rue de Buzenval 75020 Paris;;H1
1792V8000020N;Méthode Facture;18/01/2017;564;G;18;C;Autres (théâtres, salles de sport, restaurati;1947;99.00;92;PUTEAUX;116 Bis Rue Jean Jaurès;;;Etage rdc;;;92800;;1;BUREAU VERITAS CERTIFICATION France;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX;2.239602;48.882355;116bis Rue Jean Jaurès 92800 Puteaux;;H1
1778V3000004O;th-CE;11/01/2017;683.19;F;120.75;F;Bureaux;2000;8600.00;78;GUYANCOURT;1 RUE ANTOINE LAVOISIER;\N;;;;;78280;;1;Parc Edonia - Bâtiment G;I.CERT - Rue de la Terre Victoria - 35760 SAINT GREGOIRE;2.065747;48.783576;1 Rue Antoine de Lavoisier 78280 Guyancourt;W : Administrations, banques, bureaux;H1
1775I2000009L;Méthode Facture;18/01/2017;555;G;25;D;Copropriété;1947;39.40;75;PARIS;170 AVENUE VICTOR HUGO;;;;;;75116;Non communiqué(s);1;C 112 DELIVREE LE 01/10/2012  PAR QUALIXPERT 17 RUE BORREL 81100 CASTRES;17 rue Borrel 81100 CASTRES;2.276994;48.866269;170 Avenue Victor Hugo 75016 Paris;;H1
1775I2000010D;Méthode Facture;18/01/2017;354;F;16;C;Copropriété;1947;61.74;75;PARIS;170 AVENUE VICTOR HUGO;;;;;;75116;17;1;C 112 DELIVREE LE 01/10/2012  PAR QUALIXPERT 17 RUE BORREL 81100 CASTRES;17 rue Borrel 81100 CASTRES;2.276994;48.866269;170 Avenue Victor Hugo 75016 Paris;;H1
1775V7000050Q;Méthode Facture;18/01/2017;534;G;17;C;Autres (théâtres, salles de sport, restaurati;1947;39.60;75;PARIS - 3EME;57 Rue de Saintonge;;;;;;75003;Non communiqué;1;I.Cert / Ginger Cated;12 avenue Gay Lussac ZAC LA CLEF ST PIERRE 78990 ELANCOURT;2.365107;48.864077;57 Rue de Saintonge 75003 Paris;;H1
1775V8000072V;Méthode Facture;18/01/2017;1402;G;45;D;Autres (théâtres, salles de sport, restaurati;1947;26.40;75;PARIS - 10EME;15 Rue Demarquay;;;;;;75010;Non communiqué;1;I.Cert / Ginger Cated;12 avenue Gay Lussac ZAC LA CLEF ST PIERRE 78990 ELANCOURT;2.358629;48.881059;15 Rue Demarquay 75010 Paris;;H1
1675V8001435Y;3CL - DPE;16/12/2016;1076.52;G;35.05;D;;1948;0.00;75;PARIS - 15EME;Falguière;56;;;;;75015;;1;SOCOTEC CERTIFICATION;89/93 avenue Paul Vaillant Couturier 94250 GENTILLY;2.31338;48.841136;56 Rue Falguière 75015 Paris;N : Restaurants et débits de boisson;H1
1792V8000021O;Méthode Facture;19/01/2017;813;G;26;D;Autres (théâtres, salles de sport, restaurati;1947;40.52;92;NEUILLY-SUR-SEINE;146 avenue Charles de Gaulle;;;Etage RDC;;;92200;101;1;QUALIXPERT;17 rue Borrel 81100 CASTRES;2.263697;48.884081;146 Avenue Charles de Gaulle 92200 Neuilly-sur-Seine;;H1
1792V8000022P;Méthode Facture;19/01/2017;1577;G;51;E;Autres (théâtres, salles de sport, restaurati;1947;440.00;92;PARIS 8EME ARRONDISSEMENT;21 RUE DU FAUBOURG ST HONORE;;;;;;75008;Non communiqué(s);1;C086 DELIVRE LE 11/09/2012 PAR QUALIXPERT (17 RUE BORREL-81100 CASTRES);17 rue Borrel 81100 CASTRES;2.32132;48.868814;21 Rue du Faubourg Saint-Honoré 75008 Paris;;H1
1775V8000081V;FACTURE - DPE;20/01/2017;420.99;F;13.71;C;Local commercial;2000;\N;75;PARIS;Riesener;8;;;;;75012;;1;Bureau Veritas Certification France;60 avenue du Général de Gaulle 92046 Paris La Défense;2.389484;48.843023;8 Rue Riesener 75012 Paris;;H1
1775XX000013F;3CL - DPE;17/01/2017;444.53;F;14.47;C;Commerce;1947;0.00;75;PARIS - 6EME;de Vaugirard / 1 rue Blaise Desgoffes;79;;;RDC;;75006;NC;1;I.CERT;Parc Edonia - Bâtiment G - rue de la Terre Victoria 35760 MONTGERMONT;2.324717;48.845886;Rue Blaise-Desgoffe 75006 Paris;M : Magasins de vente, centres commerciaux;H1
1794V8000016U;FACTURE;19/01/2017;579.33;G;49.26;E;\N;1947;66.00;94;VILLEJUIF;31 rue Jean Jaurès;\N;\N;\N;\N;\N;94800;;1;Bureau Veritas;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX;2.366451;48.795233;31 Rue Jean Jaurès 94800 Villejuif;M : Magasins de vente, centres commerciaux;H1
1775P6000003H;FACTURE - DPE;19/01/2017;654.51;G;21.31;C;;1948;24.42;75;PARIS;Godefroy Cavaignac;42/44;;;;;75011;;1;BUREAU VERITAS CERTIFICATION;60 avenue du Général de Gaulle 92046 PARIS-LADEFENSE CEDEX;2.380317;48.856641;44 Rue Godefroy Cavaignac 75011 Paris;;H1
1794V8000018W;Méthode Facture;20/01/2017;384;F;54;E;Autres (théâtres, salles de sport, restaurati;1947;605.00;94;VILLEJUIF;124 RUE JEAN JAURES;;;;;;94800;Non communiqué;1;C086 DELIVRE LE 11/09/2012 PAR QUALIXPERT (17 RUE BORREL-81100 CASTRES);17 rue Borrel 81100 CASTRES;2.366727;48.788781;124 Rue Jean Jaurès 94800 Villejuif;;H1
1775V7000058Y;FACTURE SEULE;20/01/2017;2272.45;G;73.99;F;\N;1948;16.00;75;PARIS 09;de la Victoire;91;\N;\N;\N;\N;75009;\N;1;SQI;3 Avenue du Centre CS20732 78182 ST QUENTIN EN YVELINES Cedex;2.331021;48.874838;91 Rue de la Victoire 75009 Paris;;H1
1775V8000088C;Méthode Facture;19/01/2017;941;G;30;D;Autres (théâtres, salles de sport, restaurati;1947;44.00;75;PARIS;83 Rue de Tolbiac;;;;;;75013;Non communiqué;1;DEKRA Certification;3/5 avenue Garlande 92220 BAGNEUX;2.367574;48.827064;83 Rue de Tolbiac 75013 Paris;;H1
1775V8000089D;FACTURE;20/01/2017;817;G;26.6;D;\N;1947;112.20;75;PARIS;41 rue des Archives;\N;\N;\N;\N;\N;75004;;1;AFAQ AFNOR;paris;2.356615;48.859973;41 Rue des Archives 75004 Paris;M : Magasins de vente, centres commerciaux;H1
1778V8000028@;FACTURE - DPE;20/01/2017;918;G;30;D;Batiment(s) a usage de commerces et d habitat;1974;0.00;78;VERSAILLES;Sainte Genevieve;11;Rue;\N;Rez de chaussee;\N;78000;\N;1;ABCIDIA;GIF SUR YVETTE;2.128906;48.808359;11 Rue Sainte Geneviève 78000 Versailles;;H1
1775V8000093Y;Méthode Facture;20/01/2017;1193;G;38;D;Autres (théâtres, salles de sport, restaurati;1947;93.50;75;PARIS;39 BOULEVARD DE GRENELLE;;;;;;75015;;1;C 378 QUALIXPERT 17 RUE BORREL 81100 CASTRES;17 rue Borrel 81100 CASTRES;2.291632;48.851983;39 Boulevard de Grenelle 75015 Paris;;H1
1778P5000003J;th-CE;20/01/2017;617.19;G;185.16;G;Magasin de vente;0;210.00;78;AUBERGENVILLE;CENTRE COMMERCIAL D ACOSTA;\N;;;;;78410;;1;Le Guillaumet;BUREAU VERITAS CERTIFICATION - 92046 PARIS LA DEFENSE Cedex;;;;M : Magasins de vente, centres commerciaux;H1
1777V3000003M;3CL - DPE;23/01/2017;806;G;139;F;\N;1974;0.00;77;FUBLAINES;Les basses Fermes;\N;\N;\N;\N;\N;77470;\N;1;ORGANISME CERTIFICATEUR;ADRESSE ORGANISME CERTIFICATEUR;2.933161;48.946221;les basses fermes 77470 Fublaines;;H1
1775C2000001G;Méthode Facture;23/01/2017;374;F;12;B;Centres Commerciaux;1947;66.64;75;PARIS - 15EME;239, rue de Vaugirard;;;"Bat. rue; Etage RDC; Porte rue";;;75015;16/Cave 10;1;Bureau Veritas Certification;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX;2.306279;48.840927;239 Rue de Vaugirard 75015 Paris;;H1
1775XX000015H;3CL - DPE;23/01/2017;886.41;G;28.86;D;Commerce;1900;0.00;75;PARIS - 11EME;de Montreuil;106;C;;RDC;2ème Porte Droite;75011;19;1;ABCIDIA CERTIFICATION;4, route de la Noue 91190 GIF-SUR-YVETTE;2.397137;48.85099;106 Rue de Montreuil 75011 Paris;T : Salles d'exposition à vocation commerciale;H1
1791V8000024Q;Méthode Facture;23/01/2017;860;G;28;D;Autres (théâtres, salles de sport, restaurati;1947;82.40;91;SAINTE-GENEVIÈVE-DES-BOIS;124 Avenue Gabriel Péri;;;;;;91700;;1;I.Cert Institut de certification;Parc Edonia - Bâtiment G Rue de la Terre Victoria 35760 SAINT GREGOIRE;;;;;H1
1775V8000098D;facture;20/01/2017;399.15;F;13;C;\N;1974;55.00;75;PARIS 18;LAMARCK;12;\N;\N;\N;\N;75018;360/361/367;1;Bureau Veritas Certification France;Bureau Veritas Certification France;2.344588;48.887017;12 Rue Lamarck 75018 Paris;;H1
1793P4000001D;FACTURE - DPE;23/01/2017;1063.89;F;208.38;F;Foyer de personnes âgées;1974;496.00;93;LIVRY-GARGAN;Saint Claude;40;;;;;93190;;1;AFNOR Certification;11 rue francis de préssensé 93571 La plaine Saint Denis CEDEX;2.545622;48.920772;40 Rue Saint-claude 93190 Livry-Gargan;;H1
1775XX000016I;3CL - DPE;23/01/2017;567.82;F;18.49;C;Commerce;1900;0.00;75;PARIS - 5EME;Berthollet;22;;;;;75005;;1;GINGER CATED;12 avenue Gay Lussac 78990 ELANCOURT;2.345633;48.838837;22 Rue Berthollet 75005 Paris;M : Magasins de vente, centres commerciaux;H1
1775V7000059@;Méthode Facture;23/01/2017;477;F;143;G;Autres (théâtres, salles de sport, restaurati;1947;46.46;75;PARIS;16 AVENUE BOUVINES 104 RUE DE MONTREUIL;;;Etage RDC;;;75011;0003;1;GINGER CATED;12 avenue Gay Lussac ZAC LA CLEF ST PIERRE 78990 ELANCOURT;;;;;H1
1677XX000057O;3CL - DPE;20/12/2016;400.94;F;17;C;;1900;0.00;77;DAMMARTIN-EN-GOËLE;DU GENERAL DE GAULLE;101;;;;;77230;;1;QUALIXPERT;11 rue Borrel 81100 CASTRES;2.679505;49.054127;101 Rue du Général de Gaulle 77230 Dammartin-en-Goële;N : Restaurants et débits de boisson;H1
1775XX000018K;3CL - DPE;23/01/2017;534.67;G;17.41;C;;1900;0.00;75;PARIS - 17EME;de la Condamine;114;;;RDC;;75017;;1;SOCOTEC CERTIFICATION;Les quadrants 3 avenue de centre Guyancourt 78182 SAINT-QUENTIN-EN-YVELINES;2.317939;48.883833;114 Rue la Condamine 75017 Paris;W : Administrations, banques, bureaux;H1
1775XX000019L;3CL - DPE;23/01/2017;408.3;F;13.29;C;;1900;0.00;75;PARIS - 17EME;de la Condamine;114;;;;;75017;;1;SOCOTEC CERTIFICATION;Les quadrants 3 avenue de centre Guyancourt 78182 SAINT-QUENTIN-EN-YVELINES;2.317939;48.883833;114 Rue la Condamine 75017 Paris;;H1
1693P6000027M;FACTURE - DPE;29/12/2016;1030.57;G;206.97;G;Foyer;1977;438.34;93;LIVRY-GARGAN;Emile Guichard;40;;;;;93190;;1;AFNOR Certification;11 rue francis de préssensé 93571 La plaine Saint Denis CEDEX;2.522341;48.920561;Avenue Emile Gérard 93190 Livry-Gargan;;H1
1775V8000101O;Méthode Facture;24/01/2017;639;G;20;C;Autres (théâtres, salles de sport, restaurati;1947;110.00;75;PARIS;99 RUE DES DAMES;;;;;;75017;Sans objet;1;CERTIFICATION DEKRA;3/5 avenue Garlande 92220 BAGNEUX;2.318337;48.883003;99 Rue des Dames 75017 Paris;;H1
1777V7000013R;FACTURE SEULE;24/01/2017;490.45;F;15.97;C;\N;1969;92.00;77;YEBLES;de la Gare;37;\N;\N;\N;\N;77390;\N;1;I.Cert;Parc Edonie Bat G, rue de la Terre Victoria 35760 Saint-Grégoire;2.786125;48.6399;37 Avenue de la Gare 77390 Yèbles;;H1
1692P5000023G;FACTURE - DPE;09/12/2016;496.78;F;52.12;E;salles de sport;1974;2820.00;92;BOULOGNE-BILLANCOURT;4/6 rue Victor Griffuelhes;;;;;;92100;;1;AFNOR Certification;11 rue Francis de Préssensé 93571 LA PLAINE ST DENIS;2.24237;48.830737;6 Rue Victor Griffuelhes 92100 Boulogne-Billancourt;;H1
1775V8000104R;Méthode Facture;24/01/2017;478;F;85;F;Autres (théâtres, salles de sport, restaurati;1947;324.50;75;PARIS;10 RUE DE LA JUSTICE;;;Etage RDC;;;75020;;1;ICERT;Parc Edonia - Bâtiment G Rue de la Terre Victoria 35760 SAINT GREGOIRE;2.407108;48.869669;10 Rue de la Justice 75020 Paris;;H1
1775V8000105S;Méthode Facture;24/01/2017;793;G;25;C;Autres (théâtres, salles de sport, restaurati;1947;264.00;75;PARIS;64 RUE DE L'ARBRE SEC;;;;;;75001;Sans objet;1;C 948 DELIVREE LE 01/08/2012 PAR QUALIXPERT;17 rue Borrel 81100 CASTRES;2.342623;48.86127;64 Rue de l'Arbre Sec 75001 Paris;;H1
1692P5000026J;FACTURE - DPE;15/12/2016;432.34;F;14.08;C;modelage;1974;340.00;92;BOULOGNE-BILLANCOURT;de la Belle Feuille;6 bis;;;;;92100;;1;AFNOR Certification;11, rue Francis de Préssensé 93571 LA PLAINE ST DENIS CEDEX FRANCE;2.242632;48.838944;6bis Rue de la Belle Feuille 92100 Boulogne-Billancourt;;H1
1792P6000001E;FACTURE - DPE;23/01/2017;793.32;G;25.83;C;Crèche;1988;577.80;92;BOULOGNE-BILLANCOURT;des Longs Près;8;;;;;92100;;1;AFNOR Certification;11 rue francis de préssensé 93571 La plaine Saint Denis CEDEX;2.246353;48.832686;8 Rue des Longs Prés 92100 Boulogne-Billancourt;;H1
1791V8000027T;3CL - DPE;25/01/2017;1117;G;58;E;Local commercial;1974;0.00;91;MORSANG SUR ORGE;de Corbeil;57;\N;\N;Rez de chaussee;\N;91390;\N;1;ICERT;PARC EDONIA BAT G RUE DE LA TERRE VICTORIA 35760 SAINT GREGOIRE;2.339456;48.657568;57 Route de Corbeil 91390 Morsang-sur-Orge;;H1
1692P6000014H;FACTURE - DPE;22/12/2016;436.8;F;14.22;C;salles de sport;2000;632.00;92;BOULOGNE-BILLANCOURT;22 rue d'Issy;;;;;;92100;;1;AFNOR Certification;11 rue Francis de Préssensé 93571 LA PLAINE ST DENIS;2.2431;48.829622;22 Rue d'Issy 92100 Boulogne-Billancourt;;H1
1795XX000001E;3CL - DPE;25/01/2017;643.94;F;20.97;C;Habitation (Parties privatives d'immeuble col;1970;0.00;95;Eaubonne;rue Condorcet;1;\N;\N;Rez de chaussée;\N;95600;NC;1;ICERT;Parc Edonia-Bâtiment G Rue de la Terre Victoria 35760 Saint-Grégoire;2.271668;48.982248;1 Rue Condorcet 95600 Eaubonne;W : Administrations, banques, bureaux;H1
1792V8000023Q;Méthode Facture;19/01/2017;1032;G;95;F;Autres (théâtres, salles de sport, restaurati;1947;110.00;92;CLICHY;43, rue de l’Avenir;;;Rez-de-chaussée;;;92110;1;1;I.Cert;Parc Edonia - Bâtiment G Rue de la Terre Victoria 35760 SAINT GREGOIRE;2.301765;48.904248;43 Rue de l'Avenir 92110 Clichy;;H1
1795V8000020Q;Méthode Facture;25/01/2017;1083;G;35;D;Autres (théâtres, salles de sport, restaurati;1947;55.00;95;ENGHIEN LES BAINS;32 BOULEVARD D'ORMESSON PLACE DE VERDUN;;;;;;95880;Sans objet;1;C0121 QUALIXPERT - 17 RUE BORREL - 81100 CASTRES;17 rue Borrel 81100 CASTRES;2.309597;48.968691;32 Boulevard d'Ormesson 95880 Enghien-les-Bains;;H1
1778V7000011Q;FACTURE SEULE;24/01/2017;980.43;G;31.92;D;\N;1969;88.00;78;MANTES LA VILLE;de la Cellophane;2,;\N;\N;\N;\N;78711;\N;1;-;-, -;1.724149;48.980577;2 Rue de la Cellophane 78711 Mantes-la-Ville;;H1
1777P6000001H;3CL - DPE;24/01/2017;519.91;G;106.05;G;;1951;0.00;77;RÉAU;Rond- point René Ravaud;;;;;;77550;;1;BUREAU VERITAS CERTIFICATION FRANCE;Le Guillaumet 60, avenue de Général de Gaulle 92046 PARIS LA DEFENSE;2.651051;48.605295;Rond Point Rene Ravaud 77550 Réau;L : Salles d'auditions, de conférences, de réunions, de spectacles ou à usage multiple;H1
1692P1000061E;FACTURE - DPE;01/12/2016;571.8;F;38.34;D;;1948;14212.00;92;BOULOGNE-BILLANCOURT;26 avenue André Morizet;;;;;;92100;;1;AFNOR Certification;11 rue Francis de Préssensé 93571 LA PLAINE ST DENIS;2.240435;48.8357;26 Avenue André Morizet 92100 Boulogne-Billancourt;;H1
1692P6000016J;FACTURE - DPE;01/12/2016;424.65;F;13.83;C;;2000;13946.00;92;BOULOGNE-BILLANCOURT;30 avenue André Morizet;;;;;;92100;;1;AFNOR Certification;11 rue Francis de Préssensé 93571 LA PLAINE ST DENIS;2.238844;48.836133;30 Avenue André Morizet 92100 Boulogne-Billancourt;;H1
1775V8000126V;Méthode Facture;26/01/2017;839;G;27;D;Autres (théâtres, salles de sport, restaurati;1947;44.80;75;PARIS - 17EME;3 rue d’Armaillé;;;rdc;;;75017;"1; 8";1;Abcidia certification;4 route de la Noue 91190 GIF SUR YVETTE;2.292;48.877266;3 Rue d'Armaillé 75017 Paris;;H1
1775V8000127W;FACTURE;26/01/2017;3589.09;G;742.94;G;\N;1947;55.00;75;PARIS;133 boulevard Haussman;\N;\N;\N;\N;\N;75008;;1;ICERT;Rue de la Terre Victoria, 35760 Saint Grégoire;2.313144;48.875031;133 Boulevard Haussmann 75008 Paris;M : Magasins de vente, centres commerciaux;H1
1778V8000034W;FACTURE;26/01/2017;593.48;G;19.32;C;\N;1947;43.47;78;VIROFLAY;240 av Général Leclerc;\N;\N;\N;\N;\N;78220;;1;Bureau Veritas;Le Guillaumet 92046 PARIS LA DEFENSE CEDEX;2.159204;48.799225;240 Avenue du Général Leclerc 78220 Viroflay;M : Magasins de vente, centres commerciaux;H1
1775L2000608T;Méthode Facture;26/01/2017;590;G;19;C;Copropriété;1947;26.77;75;PARIS;27 RUE FALGUIERE;;;Etage RDC;;;75015;3;1;SOCOTEC CERTIFICATION;1 rue René Anjolvy 94250 GENTILLY;2.316446;48.842835;27 Rue Falguière 75015 Paris;;H1
1775V8000129Y;Méthode Facture;26/01/2017;1440;G;46;E;Autres (théâtres, salles de sport, restaurati;1947;31.93;75;PARIS;7 AVENUE PHILIPPE AUGUSTE;;;;;;75011;1;1;14-466 DELIVREE LE 17/07/2014 PAR ABCIDIA;4 route de la Noue 91190 GIF SUR YVETTE;2.394755;48.849873;7 Avenue Philippe-Auguste 75011 Paris;;H1
1775V8000134U;3CL - DPE;26/01/2017;652.98;G;30.54;D;;1980;0.00;75;PARIS - 8EME;des champs Elysées;26;;;;;75008;;1;BUREAU VERITAS CERTIFICATION FRANCE;Le Guillaumet 60, avenue de Général de Gaulle 92046 PARIS LA DEFENSE;2.308775;48.86977;26 Avenue des Champs Elysées 75008 Paris;M : Magasins de vente, centres commerciaux;H1
1775V7000065W;3CL - DPE;17/01/2017;897.25;G;45.29;D;Commerce;1920;0.00;75;PARIS - 13EME;d'Italie;136;;;RDC;;75013;NC;1;ABCIDIA CERTIFICATION;4 route de la Noue 91190 GIF SUR YVETTE;2.357884;48.823262;136 Avenue d'Italie 75013 Paris;;H1
1778V4000023Q;Méthode Facture;27/01/2017;739;F;24;C;Bureau, Administration, Enseignement;1947;92.07;78;SARTROUVILLE;49 Avenue Jean Jaurès;;;Etage 1;;;78500;Non communiqué;1;GINGER CATED;12 avenue Gay Lussac ZAC LA CLEF ST PIERRE 78990 ELANCOURT;2.159702;48.940062;49 Avenue Jean Jaures 78500 Sartrouville;;H1
1795V8000023T;FACTURE;27/01/2017;503.89;F;27.89;D;\N;1930;232.10;95;FRANCONVILLE;110 bis rue de la Station;\N;\N;\N;\N;\N;95130;;1;I.CERT;Parc Edonia-Bât G, rue de la Terre Victoria 35760 Saint Gregoire;2.234876;48.991785;110 Rue de la Station 95130 Franconville;M : Magasins de vente, centres commerciaux;H1
1775V7000068@;3CL - DPE;30/01/2017;470;F;15;C;Bureaux;1947;96.00;75;PARIS 9E ARRONDISSEMENT;ROYALE;21;\N;\N;3eme Etage;\N;75009;\N;1;QUALIXPERT;17 RUE BORREL 81100 CASTRES;;;;;H1
1775V4000054R;Méthode Facture;30/01/2017;3986;G;129;F;Bureau, Administration, Enseignement;1947;931.70;75;PARIS;78 RUE LA CONDAMINE;;;;;;75017;Sans objet;1;CERTIFICATION DEKRA;3/5 avenue Garlande 92220 BAGNEUX;2.320352;48.884898;78 Rue la Condamine 75017 Paris;;H1
1791V8000028U;3CL - DPE;30/01/2017;388.07;F;12.63;C;Autres;1997;0.00;91;SAINT-GERMAIN-LÈS-ARPAJON;Salvador Allende;1;;;RDC;;91180;;1;ICERT;Bât G rue de la Terre Victoria- Parc EDONIA 35760 SAINT-GRÉGOIRE;2.259459;48.592039;1 Avenue Salvador Allende 91180 Saint-Germain-lès-Arpajon;U : Établissements de soins;H1
1792V8000026T;FACTURE;30/01/2017;544.34;G;17.72;C;\N;1990;161.70;92;RUEIL-MALMAISON;2 place de l'Europe;\N;\N;\N;\N;\N;92500;1;1;I. CERT;Parc EDONIA - bâtiment G - rue de la Terre Victoria - 35760 SAINT-GREGOIRE;2.168345;48.888627;2 Place de l’Europe 92500 Rueil-Malmaison;M : Magasins de vente, centres commerciaux;H1
1677V4000188A;Méthode Facture;20/12/2016;659;F;21;C;Bureau, Administration, Enseignement;1;379.04;77;LIVRY-SUR-SEINE;Mr Lepere 57, avenue Fernand Javal;;;;;;77000;Non communiqué;1;I.CERT;Parc Edonia - Bâtiment G Rue de la Terre Victoria 35760 SAINT GREGOIRE;2.678363;48.510736;57 Avenue Fernand Javal 77000 Livry-sur-Seine;;H1
1792V4000031L;facture;27/01/2017;612.29;F;88.22;E;\N;1974;65.83;92;MALAKOFF;PIERRE BROSSOLETTE;108;\N;\N;\N;\N;92240;;1;Bureau VERITAS Certification;Bureau VERITAS Certification;2.3110678;48.6996787;Avenue Pierre Brossolette (Pont) Chilly-Mazarin;;H1
1777V4000009T;FACTURE - DPE;30/01/2017;647.53;F;21.08;C;AUTOVISION;2000;\N;77;ROISSY-EN-BRIE;3 RUE ANTOINE LAURENT LAVOISIER;;;;;;77680;;1;DEKRA;5 Avenue Garlande 92220 BAGNEUX;2.650828;48.797152;3 Rue Antoine de Lavoisier 77680 Roissy-en-Brie;;H1
1795V8000024U;FACTURE;31/01/2017;479.82;F;15.62;C;\N;1974;44.00;95;ARNOUVILLE-LÈS-GONESSE;1 rue du Marché - RDC;\N;\N;\N;\N;\N;95400;;1;CATED;12 avenue Gay Lussac - ELANCOURT (78990);2.413884;48.992929;1 Rue du Marché 95400 Arnouville;M : Magasins de vente, centres commerciaux;H1
1778V8000040T;FACTURE;31/01/2017;450.2;F;14.65;C;\N;1974;144.10;78;LIMAY;1 rue Farouille;\N;\N;\N;\N;\N;78520;;1;I.Cert;Parc EDONIA - Bât G - rue de la Terre Victoria 35760 SAINT GREGOIRE;1.71386;49.019064;1 Rue des Groux 78520 Follainville-Dennemont;;H1
1675V7000709A;th-CE;11/08/2016;2625.06;G;85.47;F;Magasin de vente;1947;80.00;75;PARIS 17EME ARRONDISSEMENT;Local commercial. 13 RUE PIERRE DEMOURS;\N;;;;;75017;;1;Parc Edonia - Bâtiment G;I.CERT - Rue de la Terre Victoria - 35760 SAINT GREGOIRE;2.292835;48.880515;13 Rue Pierre Demours 75017 Paris;M : Magasins de vente, centres commerciaux;H1
1775P5000020F;FACTURE SEULE;31/01/2017;444.33;F;62.84;E;\N;1982;1149.00;75;Epinay sur Seine;Creche du centre, 69 Rue de Paris;;\N;\N;\N;\N;93800;\N;1;AFNOR Certification;(Accréditation COFRAC n°4-0057), 11, rue Francis de Pressensé, 93 571  LA PLAINE SAINT DENIS Cedex, Nom et adresse de votre organisme certificateur, Faites ENTER pour aller à la ligne;2.310032;48.954131;69 Rue de Paris 93800 Épinay-sur-Seine;;H1
